CompID,company,industry1,industry2,city,state,description,pin,revenue,founded date,website,number of founder,founder1,employee,funding round,funding status,last funding date,lastfundamt,last funding type,totfundamt,investor1,investor2,investor3,investor4,investor5,no of investor,founder2,founder3,RevGp,E-Gp,founded year,tfa,lfa,lastfundedyear,timefund,indtemp,indtemp2,index,Rank
C1550,Religare Finvest,Finance,Financial Services,Gurgaon,Haryana,Religare Finvest is a non-deposit taking systemically important Non-Banking Finance Company.,122002,Less than $1M,2006,www.religarefinvest.com/,—,,1001-5000,1,Private Equity,"Nov 18, 2011","₹ 1,50,00,00,000.00",Private Equity,"₹ 1,50,00,00,000.00",,,,,,—,,,G8,E-G2,2011,21000000,21000000,2006,5,4200000,294000,294000,634
C1865,Brandis Manufacturing and Marketing,Fashion,Manufacturing,Bengaluru,Karnataka,Brandis Manufacturing and Marketing manufactures lingerie and men's active wear.,560068,Less than $1M,2010,www.brandisindia.com,—,,501-1000,1,Private Equity,"Nov 8, 2012","₹ 70,00,00,000.00",Private Equity,"₹ 70,00,00,000.00",Peepul Capital LLC,,,,,1,,,G8,E-G3,2012,9800000,9800000,2010,2,4900000,294000,294000,635
C1267,Dvara Holdings,Finance,Financial Services,Taramani,Tamil Nadu,Dvara Holdings formerly IFMR Holdings is positioned as a financial inclusion platform and houses three businesses.,600113,$1M to $10M,2006,www.ifmr.co.in,2,Puneet Gupta,501-1000,3,—,"Aug 28, 2017",—,Venture - Series Unknown,"$ 2,69,00,000.00",LeapFrog Investments,Accion,Proparco,,,3,,,G3,E-G3,2017,26900000,0,2006,11,2445454.545,146727.2727,293454.5454,636
C3985,Agnikul,Aerospace,Manufacturing,Chennai,Tamil Nadu,Agnikul is a space tech startup that manufactures and launches orbital class rockets for micro and nano satellites.,600036,Less than $1M,2017,www.agnikul.in/,3,Moin SPM,51-100,7,Early Stage Venture,"Oct 17, 2023","₹ 2,00,00,00,000.00",Series B,"$ 5,85,66,031.00",Pi Ventures,LetsVenture,Shastra VC,Rocketship.vc,,27,Satyanarayanan Chakravarthy,,G8,E-G6,2023,58566031,28000000,2017,6,9761005.167,292830.155,292830.155,637
C3138,SmartE,Transportation,,Haryana,Haryana,SmartE is India’s first and largest electric mobility service,122102,$10M to $50M,2015,www.getsmarte.in/,2,Goldie Srivastava,Nov-50,2,Early Stage Venture,"Jul 22, 2019","₹ 1,00,00,00,000.00",Series B,"$ 1,95,07,261.00",Mitsui & Co,Ecotransit Investments International,,,,2,Palash Roy Chowdhury,,G2,E-G5,2019,19507261,14000000,2015,4,4876815.25,97536.305,292608.915,638
C1123,Sonata Finance,Communities,Finance,Lucknow,Uttar Pradesh,Sonata Finance is a microfinance institution that offers loans for a variety of income-generating activities.,226022,$10M to $50M,Jan-06,www.sonataindia.com,—,,501-1000,3,M&A,"Jan 1, 2019",—,Venture - Series Unknown,"$ 2,11,13,950.00",Proparco,"Creation Investments Capital Management, LLC",Samridhi Fund,,,3,,,G2,E-G3,2019,21113950,0,2006,13,1624150,97449,292347,639
C3186,Sterling Accuris,Health Care,Health Diagnostics,Ahmedabad,Gujarat,"Sterling Accuris is a pathology-focused, diagnostic lab chain.",—,Less than $1M,2015,www.sterlingaccuris.com/,1,Rajiv Sharma,251-500,1,Private Equity,"Sep 27, 2021","₹ 2,50,00,00,000.00",Private Equity,"₹ 2,50,00,00,000.00",Morgan Stanley Asia,,,,,1,,,G8,E-G7,2021,35000000,35000000,2015,6,5833333.333,291666.6667,291666.6667,640
C1286,Ezetap,Apps,Information Technology,Bengaluru,Karnataka,Ezetap Mobile Solutions is a payment device maker.,560102,Less than $1M,2011,corp.ezetap.com,5,Abhijit Bose,101-250,6,M&A,"Mar 7, 2018",—,Venture - Series Unknown,"$ 5,10,00,000.00",Horizons Ventures,American Express,Social Capital,Capricorn Investment Group,American Express Ventures,9,,,G8,E-G9,2018,51000000,0,2011,7,7285714.286,291428.5714,291428.5714,641
C3178,BUGWORKS Research,Biotechnology,Health Care,Bengaluru,Karnataka,BUGWORKS is a drug discovery company that aims to discover novel pharmaceutical assets for combating Antimicrobial Resistance (AMR).,560065,$10M to $50M,"Feb 4, 2014",bugworksresearch.com/,2,Anand Anandkumar,Nov-50,6,Early Stage Venture,"Feb 9, 2022","$ 1,80,00,000.00",Series B,"$ 3,87,07,380.00",Global Brain Corporation,3one4 Capital,Lightrock,UTEC - The University of Tokyo Edge Capital Partners,CARB-X,12,Bala Subramanian,,G2,E-G5,2022,38707380,18000000,2014,8,4838422.5,96768.45,290305.35,642
C1293,Krsnaa Diagnostics,Health Care,Health Diagnostics,Pune,Maharashtra,Krsnaa Diagnostics provides healthcare diagnostics services.,—,$1M to $10M,"Jan 1, 2011",krsnaadiagnostics.com,1,Pallavi Jain,251-500,3,Early Stage Venture,"Jan 1, 2019","₹ 1,00,00,00,000.00",Series B,"₹ 1,65,14,00,000.00",Phi Capital,Kitara Capital,Somerset Indus Capital Partners,,,3,,,G3,E-G7,2019,23119600,14000000,2011,8,2889950,144497.5,288995,643
C4383,Detect Technologies,Artificial Intelligence (AI),Industrial Automation,Chennai,Tamil Nadu,"Detect Technologies is as Industrial AI enterprise, increasing industrial productivity with patented hardware and cutting-edge technologies.",—,Less than $1M,2016,www.detecttechnologies.com/,4,Daniel Raj David,101-250,5,Early Stage Venture,"Jul 14, 2022","$ 2,80,00,000.00",Series B,"$ 4,33,00,000.00",Accel,Elevation Capital,Prosus Ventures,Axilor Ventures,,11,Harikrishnan Arangali Shaji,,G8,E-G9,2022,43300000,28000000,2016,6,7216666.667,288666.6667,288666.6667,644
C2325,CreditVidya,Credit,Financial Services,Mumbai,Maharashtra,CreditVidya offers alternate data based credit scores for underwriting first time borrowers using machine learning and big data analytics.,400052,$50M to $100M,2012,www.creditvidya.com/,2,Abhishek Agarwal,251-500,5,M&A,"Jan 28, 2019","$ 30,00,000.00",Series B,"$ 1,00,98,300.00",Matrix,Kalaari Capital,Bharat Innovation Fund,Siddharth Parekh,,4,RAJIV RAJ,,G4,E-G7,2019,10098300,3000000,2012,7,1442614.286,72130.7143,288522.8572,645
C1172,Tirupati Group,Health Care,Life Science,New Delhi,Delhi,Tirupati Group provides pharmaceutical and health care solutions.,—,$1M to $10M,"Jan 1, 2005",tirupatigroup.co.in,2,Ashok Goyal,101-250,1,Private Equity,"Aug 1, 2019","$ 5,00,00,000.00",Private Equity,"$ 5,00,00,000.00",Affirma Capital,,,,,1,,,G3,E-G9,2019,50000000,50000000,2005,14,3571428.571,142857.1428,285714.2857,646
C2068,FabAlley,Apparel,E-Commerce,Noida,Uttar Pradesh,FabAlley is an online fashion store that provides and sells women’s western apparels and lounge wear.,201301,$10M to $50M,2012,www.faballey.com,2,Shivani Poddar,101-250,10,—,"May 20, 2022","₹ 40,00,00,000.00",Venture - Series Unknown,"$ 2,37,98,433.00",Elevation Capital,Stride Ventures,Indian Angel Network,Trifecta Capital Advisors,India Quotient,19,Tanvi Malik,,G2,E-G9,2022,23798433,5600000,2012,10,2379843.3,95193.732,285581.196,647
C131,Real Image Media Technologies,Film Production,Hardware,Chennai,Tamil Nadu,"Real Image Media Technologies is a provider of technology solutions for the film, video and audio domains.",600 014,$1B to $10B,1986,www.realimage.com,1,Jayendra Panchapakesan,501-1000,3,—,"Aug 8, 2019","₹300,000,000",Venture - Series Unknown,"$22,336,472",Intel Capital,Nomura Holdings,StreetEdge Capital,,,3,,,G7,E-G3,1986,22336472,4200000,2019,33,676862.7879,40611.76727,284282.3709,649
C4003,Arata,Cosmetics,E-Commerce,New Delhi,Delhi,Arata is an e-commerce site for beauty products and cosmetics.,—,$1M to $10M,"Jan 1, 2017",www.arata.in/,1,Dhruv Madhok,Nov-50,2,Seed,"May 11, 2022","$ 3,50,00,000.00",Seed,"$ 3,54,92,424.00",Abhishek Deo,,,,,2,,,G3,E-G5,2022,35492424,35000000,2017,5,7098484.8,141969.696,283939.392,650
C696,Getit InfoServices,Internet,Mobile,New Delhi,Delhi,"Getit InfoServices is a directional media company connecting buyers and sellers via print directories, and web and mobile media.",110002,$10M to $50M,1986,www.getit.in,1,Ramesh Gupta,1001-5000,2,Early Stage Venture,"Jun 3, 2013","$36,400,000",Series A,"$36,400,000",Helion Venture Partners,Foreign Investment Promotion Board,,,,2,,,G2,E-G2,2013,36400000,36400000,1986,27,1348148.148,94370.37036,283111.1111,651
C1109,Games24x7,Fantasy Sports,Gaming,Mumbai,Maharashtra,"Real Money Skill Gaming, Daily Fantasy Sports, Casual Gaming",400051,Less than $1M,"Jun 1, 2006",www.games24x7.com/,2,Bhavin Pandya,501-1000,2,—,"Mar 30, 2022","$ 7,50,00,000.00",Venture - Series Unknown,"$ 7,50,00,000.00",Tiger Global Management,The Raine Group,Das & Co.,Malabar Investment Advisors,,4,,,G8,E-G3,2022,75000000,75000000,2006,16,4687500,281250,281250,652
C3077,ftcash,Apps,Banking,Mumbai,Maharashtra,ftcash empowers the underserved micro-merchanrs through financial inclusion using digital payments and loans.,400072,$1M to $10M,Jun-15,www.ftcash.com,3,Deepak Kothari,251-500,5,Early Stage Venture,"May 2, 2019","₹ 50,00,00,000.00",Series A,"$ 1,12,01,042.00",500 Global,Accion,IvyCap Ventures,FMO,Singapore Angel Network,6,Sanjeev Chandak,Vaibhav Lodha,G3,E-G7,2019,11201042,7000000,2015,4,2800260.5,140013.025,280026.05,653
C4194,Clip App,Apps,Internet,Bengaluru,Karnataka,"Clip App is a digital media video startup that allows its users to easily create, watch and download funny Indian videos.",—,$1M to $10M,2017,clipapp.in/,3,Ashish Gupta,Nov-50,2,M&A,"Dec 14, 2017","$ 60,00,000.00",Series A,"$ 70,00,000.00",Matrix Partners India,India Quotient,,,,3,Nav Agrawal,,G3,E-G5,2017,7000000,6000000,2017,1,7000000,140000,280000,654
C3970,ANAROCK,Consulting,Real Estate,Mumbai,Maharashtra,"ANAROCK is a real estate consultancy firm that offers consulting, research, advisory, and brokerage services.",400 051,Less than $1M,2017,www.anarock.com,2,Anuj Puri,1001-5000,1,Private Equity,"Feb 5, 2024","₹ 2,00,00,00,000.00",Private Equity,"₹ 2,00,00,00,000.00",,,,,,1,Rohin Shah,,G8,E-G2,2024,28000000,28000000,2017,7,4000000,280000,280000,655
C108,Kogta Financial,Financial Services,,Jaipur,Rajasthan,Kogta Financial is a retail-focused non banking financial company .,302001,Less than $1M,Jan-96,www.kogta.in/,1,Radha Krishan Kogta,101-250,4,Late Stage Venture,"Mar 31, 2022","₹8,460,000,000",Series D,"₹13,000,000,000",Morgan Stanley,Canada Pension Plan Investment Board,Multiples,Morgan Stanley Expansion Capital,Creador,7,,,G8,E-G9,1996,182000000,118440000,2022,26,7000000,280000,280000,656
C1681,Pennar Engineered Building Systems,Building Material,Civil Engineering,Hyderabad,Andhra Pradesh,"Pennar Engineered Building Systems designs, manufactures, supplies, services, and installs pre-engineered steel buildings components.",500084,$50M to $100M,2008,www.pebspennar.in/,1,Nrupender Rao,251-500,1,Private Equity,"Apr 9, 2013","₹ 50,00,00,000.00",Private Equity,"₹ 50,00,00,000.00",Zephyr Management,,,,,1,,,G4,E-G7,2013,7000000,7000000,2008,5,1400000,70000,280000,657
C4306,ARTWALEY,Art,E-Commerce,Bengaluru,Karnataka,Artwaley is a marketplace for paintings & art. It is platform that was created to bridge the gap between the artist and the art appreciator.,580021,$1M to $10M,"Feb 10, 2016",www.artwaley.com,2,Gautam Ostwal,01-Oct,1,Seed,"Apr 1, 2017","₹ 1,00,00,00,000.00",Angel,"₹ 1,00,00,00,000.00",,,,,,—,Priyal Ostwal,,G3,E-G10,2017,14000000,14000000,2016,1,14000000,140000,280000,658
C3086,Property Share Online Platform,Internet,Marketplace,Bengaluru,Karnataka,"Property Share enables its users to go for a unique, fractional property ownership model in a few rented properties",560034,$1M to $10M,2015,propertyshare.in/,2,Hashim Khan,Nov-50,3,Early Stage Venture,"Jun 27, 2022","₹ 3,67,00,00,000.00",Series B,"$ 4,87,86,609.00",Westbridge Capital,BEENEXT,Lightspeed India Partners,Pravega Ventures,Asuka Asset Management,5,Kunal Moktan,,G3,E-G5,2022,48786609,51380000,2015,7,6969515.571,139390.3114,278780.6228,659
C2020,EazyDiner,Customer Service,E-Commerce,Gurgaon,Haryana,"EazyDiner provides a variety of restaurant services, such as discovery, reviews, deals, table bookings, and concierge services.",—,$10M to $50M,2014,www.eazydiner.com,5,Kapil Chopra,101-250,8,Late Stage Venture,"Mar 29, 2023","₹ 40,00,00,000.00",Series C,"$ 2,08,73,749.00",DSG Consumer Partners,BEENEXT,Saama Capital,YWC Venture Capital,Denlow Investment Trust,7,Manish Kutaula,,G2,E-G9,2023,20873749,5600000,2014,9,2319305.444,92772.21776,278316.6533,660
C184,Innoviti,Financial Services,FinTech,Bengaluru,Karnataka,"Innoviti develops payment processing, credit distribution, and payment management software solutions.",560008,Less than $1M,Dec-02,innoviti.com,2,Amrita Malik,501-1000,11,Late Stage Venture,"Jul 8, 2022","$25,000,000",Series D,"$92,724,346",Tata Capital,Alumni Ventures,Bessemer Venture Partners,FMO,Trifecta Capital Advisors,13,,,G8,E-G3,2002,92724346,25000000,2022,20,4636217.3,278173.038,278173.038,661
C3068,boodmo,Automotive,E-Commerce,Gurgaon,Haryana,boodmo is India’s number one online marketplace of automotive spare parts and accessories.,122015,$1M to $10M,"Jan 1, 2015",boodmo.com/,2,Oleksandr Danylenko,101-250,9,Early Stage Venture,"Jun 30, 2022","$ 30,00,000.00",Series B,"$ 2,40,50,000.00",Chernovetskyi Investment Group,,,,,1,Yevgen Sokolnikov,,G3,E-G9,2022,24050000,3000000,2015,7,3435714.286,137428.5714,274857.1429,662
C1483,Ivy Health and Life Sciences,Health Care,Hospital,Mohali,Punjab,Ivy Hospital is a health care facility with a modern diagnostic centre providing medical care at affordable cost in India.,160071,$500M to $1B,2007,ivyhospital.com,1,Gurtej Singh,51-100,2,M&A,"Jun 22, 2015",—,Venture - Series Unknown,"$ 1,21,00,000.00",KFW DEG,,,,,1,,,G6,E-G6,2015,12100000,0,2007,8,1512500,45375,272250,663
C4292,Origo Finance,Agriculture,Enterprise,Hyderabad,Andhra Pradesh,Origo Finance offers structured loan products with risk based pricing and flexible repayment options.,500032,$10M to $50M,2016,origofin.com/,3,Mayank Dhanuka,101-250,1,—,"Dec 9, 2019","₹ 48,50,00,000.00",Venture - Series Unknown,"₹ 48,50,00,000.00",responsAbility Investments,Maanaveeya,,,,3,Sunoor Kaul,,G2,E-G9,2019,6790000,6790000,2016,3,2263333.333,90533.33332,271600,664
C2990,BigHaat,Agriculture,AgTech,Bengaluru,Karnataka,BigHaat is an agriculture e-commerce startup focusing on providing quality Agri - inputs and information.,560078,$1M to $10M,2015,www.bighaat.com,3,Raj Kancham,251-500,8,Late Stage Venture,"Feb 7, 2024","₹ 69,50,00,000.00",Series C,"$ 2,44,39,050.00",Rupaben Shailesh Mehta,Rohhan Viren Joshi,Anshul Anil Goel,VPK Global,Advik Tecnocommercial,16,Sachin Nandwana,Sateesh Nukala,G3,E-G7,2024,24439050,9730000,2015,9,2715450,135772.5,271545,665
C3036,LoveLocal (formerly m.Paani),Business Intelligence,E-Commerce,Mumbai,Maharashtra,LoveLocal is digitising and organising local retailers to deliver the neighbourhood shopping experience of the future.,400011,$10M to $50M,2015,www.lovelocal.in,1,Akanksha Hazari,Nov-50,6,Early Stage Venture,"Oct 28, 2021","₹ 1,43,00,00,000.00",Series B,"$ 2,70,18,276.00",Alumni Ventures,Blume Ventures,Vulcan Capital,Castor Ventures,AC Ventures,25,,,G2,E-G5,2021,27018276,20020000,2015,6,4503046,90060.92,270182.76,666
C684,TeleDNA,Infrastructure,Marketing,Bengaluru,Karnataka,TeleDNA is a mobile data technology company developing and marketing VAS infrastructure products.,560 068,$10M to $50M,"Jun 1, 2001",www.teledna.com,—,,501-1000,1,—,"Nov 6, 2008","$10,490,000",Venture - Series Unknown,"$10,490,000",Peepul Capital LLC,,,,,1,,,G2,E-G3,2008,10490000,10490000,2001,7,1498571.429,89914.28574,269742.8572,667
C1083,Peel-Works,Analytics,Database,Mumbai,Maharashtra,Peel-Works is a tech & data analytics company specializing in ecommerce for corner stores.,400098,$10M to $50M,"Sep 1, 2010",peel-works.com,2,Nidhi Ramachandran,101-250,17,Late Stage Venture,"Apr 21, 2021","$ 16,00,000.00",Series D,"$ 2,45,68,876.00",HDFC Bank,BlackSoil,Indian Angel Network,Trifecta Capital Advisors,Equanimity Investments,14,,,G2,E-G9,2021,24568876,1600000,2010,11,2233534.182,89341.36728,268024.1018,668
C2148,Jaypore,E-Commerce,Internet,New Delhi,Delhi,Jaypore is a curated social commerce platform that allows artisans and independent producers from India to sell their products online.,—,$50M to $100M,"Feb 2, 2011",www.jaypore.com,4,Aarti Jesrani,101-250,3,M&A,"Oct 10, 2016","$ 30,00,000.00",Venture - Series Unknown,"$ 83,75,000.00",Aavishkaar Venture Capital,Haresh Chawla,,,,2,Deap Ubhi,,G4,E-G9,2016,8375000,3000000,2011,5,1675000,67000,268000,669
C1021,Stellapps,AgTech,Analytics,Bengaluru,Karnataka,Stellapps designs dairy management software applications that leverage the power of technology to improve dairy supply chain parameters.,560068,$1M to $10M,2011,www.stellapps.com,6,Jinesh Shah,101-250,10,—,"Feb 17, 2022",—,Venture - Series Unknown,"$ 3,68,06,757.00",Bill & Melinda Gates Foundation,Blume Ventures,Omnivore,Stride Ventures,Nutreco,14,,,G3,E-G9,2022,36806757,0,2011,11,3346068.818,133842.7527,267685.5054,670
C1165,Paras Healthcare,Cosmetic Surgery,Cosmetics,Haryana,Haryana,"Paras Healthcare was established in 2006, with the mission of providing specialized tertiary medical care services",122002,Less than $1M,2006,www.parashospitals.com/,1,Dharminder Nagar,1001-5000,1,Private Equity,"Jul 17, 2017","$ 4,20,00,000.00",Private Equity,"$ 4,20,00,000.00",Creador,,,,,1,,,G8,E-G2,2017,42000000,42000000,2006,11,3818181.818,267272.7273,267272.7273,671
C2319,Electronic Payment and Services,Finance,Financial Services,Mumbai,Maharashtra,Electronic Payment and Services is a payment systems company that offers payments services to banks and their customers.,400072,Less than $1M,2012,electronicpay.in,1,Mani Mamallan,101-250,5,—,"Oct 31, 2018",—,Venture - Series Unknown,"$ 4,00,00,000.00",Aavishkaar Venture Capital,Apis Partners,,,,2,,,G8,E-G9,2018,40000000,0,2012,6,6666666.667,266666.6667,266666.6667,672
C2210,EM3 AgriServices,Agriculture,AgTech,Noida,Uttar Pradesh,EM3 represents one of the first private sector ventures to tackle the field of farm mechanization and technology services.,201301,$1M to $10M,2013,em3agri.com/,1,Adwitiya Mal,101-250,2,Early Stage Venture,"Aug 9, 2017","$ 1,00,00,000.00",Series B,"$ 1,33,00,000.00",Global Innovation Fund,Soros Economic Development Fund,,,,2,,,G3,E-G9,2017,13300000,10000000,2013,4,3325000,133000,266000,673
C344,Prime Focus,Advertising,Film,Goregaon,Maharashtra,"Prime Focus provides creative and technical services to the film, broadcast, advertising and media industries.",400 065,Less than $1M,1997,www.primefocus.com/,6,Ganesh Sankaran,5001-10000,2,—,"Jun 21, 2013","$53,000,000",Venture - Series Unknown,"$53,000,000",Affirma Capital,Macquarie Capital,Prakash Kurup,Ramakrishnan Sankaranarayanan,,2,,,G8,E-G4,1997,53000000,53000000,2013,16,3312500,265000,265000,674
C5071,Living Food,Consumer Goods,E-Commerce,Bengaluru,Karnataka,"Living Food develops packaged food and beverage brands with the goal of providing fresh, clean, and credible food.",560065,$10M to $50M,2018,livingfood.co,3,Akash Sajith,251-500,4,Early Stage Venture,"May 26, 2023","$ 13,24,998.00",Series A,"$ 88,24,998.00",Blume Ventures,SOSV,Amasia,Food-X,Sandeep Singhal,6,Niranjan Satheesbabu,,G2,E-G7,2023,8824998,1324998,2018,5,1764999.6,88249.98,264749.94,675
C3136,GoBolt,Logistics,Railroad,New Delhi,Delhi,GoBolt is the Delhi-based logistics technology.,110063,$10M to $50M,2015,www.gobolt.in/,3,Naitik Baghla,Nov-50,5,Early Stage Venture,"Jun 27, 2021","₹ 1,48,00,00,000.00",Series B,"$ 2,62,81,002.00",BlackSoil,Aavishkaar Venture Capital,"Paragon Partners, India",MCube8,,4,Parag Aggarwal,Sumit Sharma,G2,E-G5,2021,26281002,20720000,2015,6,4380167,87603.34,262810.02,676
C2051,Fynd,Artificial Intelligence (AI),Cloud Computing,Mumbai,Maharashtra,"Commerce, AI, Big Data, Gaming, Payments",400093,$1M to $10M,"Sep 27, 2012",www.fynd.com,3,Farooq Adam,501-1000,7,M&A,"Mar 29, 2018","$ 87,30,000.00",Series C,"$ 1,31,30,000.00",Google,IIFL Finance,Venture Catalysts,FJ Labs,Rocketship.vc,20,Harsh Shah,,G3,E-G3,2018,13130000,8730000,2012,6,2188333.333,131300,262600,677
C622,Aster,Construction,Infrastructure,Secunderabad,Andhra Pradesh,"Aster provides telecom engineering services, power transmission, and distribution services.",—,Less than $1M,"Jan 1, 1998",www.aster.in/,1,Gunnam Ammanna Chowdury,1001-5000,1,Private Equity,"Aug 1, 2007","₹2,400,000,000",Private Equity,"₹2,400,000,000",Jacob Ballas Capital India,New Silk Route,,,,2,,,G8,E-G2,2007,33600000,33600000,1998,9,3733333.333,261333.3333,261333.3333,678
C5122,Pepper Content,Content,Content Marketing,Mumbai,Maharashtra,Pepper Content is a content-mediation platform that connects writers to organizations that require content.,400069,Less than $1M,Oct-17,www.peppercontent.io,2,Anirudh Singla,1001-5000,3,Early Stage Venture,"Jun 8, 2022","₹ 1,10,00,00,000.00",Series A,"$ 1,86,58,353.00",Titan Capital,YourStory,Bessemer Venture Partners,GTMfund,Lightspeed India Partners,31,Rishabh Shekhar,,G8,E-G2,2022,18658353,15400000,2017,5,3731670.6,261216.942,261216.942,679
C86,Shivalik Small Finance Bank,Accounting,Banking,Saharanpur,Uttar Pradesh,Shivalik Small Finance Bank provides financial solutions with modern technology-driven services to individuals and businesses.,247001,$1B to $10B,1997,shivalikbank.com,1,Rajput Tanshu Thakur,501-1000,1,—,"Nov 2, 2022","₹1,110,000,000",Venture - Series Unknown,"₹1,110,000,000",Accel,Quona Capital,Bharti AXA Life Insurance,,,3,,,G7,E-G3,1997,15540000,15540000,2022,25,621600,37296,261072,680
C2182,Voylla,E-Commerce,Jewelry,Jaipur,Rajasthan,Imitation Jewellery and Accessories,302022,Less than $1M,2012,www.voylla.com,1,Vishwas Shringi,251-500,3,Early Stage Venture,"Oct 5, 2015","$ 1,50,00,000.00",Series B,"$ 1,54,65,722.00",Peepul Capital LLC,Snow Leopard Technology Ventures,,,,2,,,G8,E-G7,2015,15465722,15000000,2012,3,5155240.667,257762.0334,257762.0334,681
C389,Excelsoft,EdTech,Education,Karnataka,Karnataka,Excelsoft offers value added products and services in the e-Learning domain serving the interests of educational publishers.,570 018,Less than $1M,1999,www.excelindia.com,1,D Sudhanva,501-1000,2,—,"Sep 17, 2008","$8,620,000",Venture - Series Unknown,"$38,620,000",MAPE Advisory Group,Arohi Asset Management,,,,2,,,G8,E-G3,1999,38620000,8620000,2008,9,4291111.111,257466.6667,257466.6667,682
C4070,Medfin India,Health Care,Health Diagnostics,Bengaluru,Karnataka,Medfin is a discovery platform for medical processes and financing that helps patients to access surgical treatment procedures.,560040,$1M to $10M,2017,www.medfin.in/,3,Arjun Kumar,101-250,2,Early Stage Venture,"Apr 11, 2022","$ 1,50,00,000.00",Series B,"$ 1,60,84,522.00",Axilor Ventures,Sony Innovation Fund,Kotak Investment Advisors,HealthXCapital,,8,Arun Kumar,,G3,E-G9,2022,16084522,15000000,2017,5,3216904.4,128676.176,257352.352,683
C2001,meritnation.com,E-Commerce,E-Learning,New Delhi,Delhi,India's largest online education platform with over 8.2 million K-12 students,110020,$10M to $50M,"Apr 10, 2009",www.meritnation.com,2,Pavan Chauhan,501-1000,3,M&A,"Nov 3, 2017","$ 58,00,000.00",Venture - Series Unknown,"$ 1,14,00,000.00",Info Edge,,,,,1,,,G2,E-G3,2017,11400000,5800000,2009,8,1425000,85500,256500,684
C1157,meritnation.com,E-Commerce,E-Learning,New Delhi,Delhi,India's largest online education platform with over 8.2 million K-12 students,110020,$10M to $50M,"Apr 10, 2009",www.meritnation.com,2,Pavan Chauhan,501-1000,3,M&A,"Nov 3, 2017","$ 58,00,000.00",Venture - Series Unknown,"$ 1,14,00,000.00",Info Edge,,,,,1,,,G2,E-G3,2017,11400000,5800000,2009,8,1425000,85500,256500,685
C1210,Orbis,Angel Investment,Customer Service,Gurgaon,Haryana,"Orbis is a financial service company offering investors customized securities, custody, RTA, and trustee services.",122002,$10M to $50M,2009,www.orbisfinancial.in/,1,Vijay Kelkar,101-250,2,—,"Oct 31, 2023","₹ 1,02,00,00,000.00",Venture - Series Unknown,"₹ 2,13,00,00,000.00",Ashish Kacholia,Madhulika Agarwal,,,,2,,,G2,E-G9,2023,29820000,14280000,2009,14,2130000,85200,255600,686
C5062,Onco.com,Health Care,Hospital,Bengaluru,Karnataka,Onco.com is an internet aggregator in cancer care.,560034,$1M to $10M,"Jul 5, 2017",onco.com,2,Amit Jotwani,51-100,2,Early Stage Venture,"Sep 26, 2019","$ 70,00,000.00",Series A,"$ 85,00,000.00",Accel,Chiratae Ventures,Dream Incubator,,,3,Rashie Jain,,G3,E-G6,2019,8500000,7000000,2017,2,4250000,127500,255000,687
C5205,Sindhuja Microcredit,Finance,Financial Services,Ghaziabad,Uttar Pradesh,Sindhuja Microcredit is a Microfinance company.,201014,Less than $1M,2018,www.sindhujamicrocredit.com,2,Abhisheka Kumar,101-250,2,Early Stage Venture,"May 11, 2020","$ 87,00,000.00",Series B,"$ 1,27,00,000.00",Carpediem Capital,Nordic Microfinance Initiative,,,,2,Malkit Singh Didyala,,G8,E-G9,2020,12700000,8700000,2018,2,6350000,254000,254000,688
C3126,GoZefo,Computer,E-Commerce,Bengaluru,Karnataka,Startup working on a white space in the eCommerce industry.,560099,$1M to $10M,2015,www.gozefo.com,4,Arjit Gupta,Nov-50,4,M&A,"Oct 12, 2018","₹ 21,00,00,000.00",Venture - Series Unknown,"$ 1,90,03,996.00",Sequoia Capital,FJ Labs,Peak XV Partners,BEENEXT,Helion Venture Partners,5,Himesh Joshi,Karan Gupta,G3,E-G5,2018,19003996,2940000,2015,3,6334665.333,126693.3067,253386.6133,689
C1631,CUGL,Customer Service,Industrial,Kanpur,Uttar Pradesh,"CUGL is a city gas distribution company that offers PNG domestic, PNG commercial and industrial, and CNG gas.",—,$10M to $50M,"Feb 25, 2005",cugl.co.in,—,,Nov-50,1,Private Equity,"Dec 1, 2006","₹ 30,00,00,000.00",Private Equity,"₹ 30,00,00,000.00",Asian Development Bank,IDFC Private Equity,IL&FS Investment Managers,,,3,,,G2,E-G5,2006,4200000,4200000,2005,1,4200000,84000,252000,690
C1627,Auro Mira Energy,Clean Energy,Energy,Chennai,Tamil Nadu,"Auro Mira Energy is focused on generating power from renewable and non-conventional sources, including biomass, water, and wind.",600 006,$1M to $10M,2005,www.auromiraenergy.in,1,N Srinivasan,51-100,1,Early Stage Venture,"Sep 28, 2010","$ 2,10,00,000.00",Series B,"$ 2,10,00,000.00",ePlanet Capital,Aureos South Asia Fund,,,,2,,,G3,E-G6,2010,21000000,21000000,2005,5,4200000,126000,252000,691
C664,Saravana Global Energy,Energy,Manufacturing,Chennai,Tamil Nadu,Saravana Global Energy is a reputed manufacturer of alumina porcelain and composite Insulators for all applications.,600 017,Less than $1M,"Jul 4, 2003",www.saravanaenergy.com,—,,251-500,1,Private Equity,"Feb 1, 2008","$25,000,000",Private Equity,"$25,000,000",MAPE Advisory Group,,,,,1,,,G8,E-G7,2008,25000000,25000000,2003,5,5000000,250000,250000,692
